,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,label,flowsimhashvalue
24,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58630,125.39.9.36,2c:b2:1a:55:86:07,2c:b2:1a,19302,17,4,0,0,1.68E+12,1.68E+12,62,2,204,1.68E+12,1.68E+12,0,1,62,1.68E+12,1.68E+12,0,1,142,STUN,Network,1,3,,,,,,network,7023260340
25,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58640,125.39.9.36,2c:b2:1a:55:86:07,2c:b2:1a,19302,17,4,0,0,1.68E+12,1.68E+12,62,2,204,1.68E+12,1.68E+12,0,1,62,1.68E+12,1.68E+12,0,1,142,STUN,Network,1,3,,,,,,network,7042117814
26,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58638,222.128.173.61,2c:b2:1a:55:86:07,2c:b2:1a,53909,17,4,0,0,1.68E+12,1.68E+12,5807,54,8665,1.68E+12,1.68E+12,5754,27,4435,1.68E+12,1.68E+12,5750,27,4230,STUN,Network,0,6,,,,,,network,6272018864
27,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58630,218.60.173.125,2c:b2:1a:55:86:07,2c:b2:1a,4480,17,4,0,0,1.68E+12,1.68E+12,5819,52,8004,1.68E+12,1.68E+12,5749,28,4242,1.68E+12,1.68E+12,5768,24,3762,STUN,Network,0,6,,,,,,network,6809414064
28,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58632,218.60.173.113,2c:b2:1a:55:86:07,2c:b2:1a,4480,17,4,0,0,1.68E+12,1.68E+12,5810,51,7910,1.68E+12,1.68E+12,5749,27,4132,1.68E+12,1.68E+12,5759,24,3778,STUN,Network,0,6,,,,,,network,6800649650
29,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,5886,219.153.35.252,2c:b2:1a:55:86:07,2c:b2:1a,443,6,4,0,0,1.68E+12,1.68E+12,7591,13,2625,1.68E+12,1.68E+12,7532,5,449,1.68E+12,1.68E+12,7573,8,2176,TLS,Web,1,1,,,,,,web,6672723127
30,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,5889,106.11.43.246,2c:b2:1a:55:86:07,2c:b2:1a,443,6,4,0,0,1.68E+12,1.68E+12,54,2,121,1.68E+12,1.68E+12,0,1,55,1.68E+12,1.68E+12,0,1,66,TLS,Web,1,1,,,,,,web,6844693938
31,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,5847,49.79.227.198,2c:b2:1a:55:86:07,2c:b2:1a,443,6,4,0,0,1.68E+12,1.68E+12,53,2,121,1.68E+12,1.68E+12,0,1,55,1.68E+12,1.68E+12,0,1,66,TLS,Web,1,1,,,,,,web,7448834999
32,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,1997,108.177.125.188,2c:b2:1a:55:86:07,2c:b2:1a,5228,6,4,0,0,1.68E+12,1.68E+12,59,2,121,1.68E+12,1.68E+12,0,1,55,1.68E+12,1.68E+12,0,1,66,Unknown,Unspecified,0,0,,,,,,unspecified,8547511219
33,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58650,125.39.9.36,2c:b2:1a:55:86:07,2c:b2:1a,19302,17,4,0,0,1.68E+12,1.68E+12,53,2,204,1.68E+12,1.68E+12,0,1,62,1.68E+12,1.68E+12,0,1,142,STUN,Network,1,3,,,,,,network,7040021174
34,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58660,125.39.9.36,2c:b2:1a:55:86:07,2c:b2:1a,19302,17,4,0,0,1.68E+12,1.68E+12,61,2,204,1.68E+12,1.68E+12,0,1,62,1.68E+12,1.68E+12,0,1,142,STUN,Network,1,3,,,,,,network,7042134192
35,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58654,114.250.177.64,2c:b2:1a:55:86:07,2c:b2:1a,21012,17,4,0,0,1.68E+12,1.68E+12,1308,43,8131,1.68E+12,1.68E+12,1308,21,4473,1.68E+12,1.68E+12,1256,22,3658,STUN,Network,0,6,,,,,,network,7023260340
36,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58646,58.20.156.36,2c:b2:1a:55:86:07,2c:b2:1a,4480,17,4,0,0,1.68E+12,1.68E+12,1279,39,6457,1.68E+12,1.68E+12,1279,20,3308,1.68E+12,1.68E+12,1246,19,3149,STUN,Network,0,6,,,,,,network,6945573171
37,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,5965,106.11.43.215,2c:b2:1a:55:86:07,2c:b2:1a,443,6,4,0,0,1.68E+12,1.68E+12,275,25,10880,1.68E+12,1.68E+12,275,11,3068,1.68E+12,1.68E+12,215,14,7812,TLS.Alibaba,Web,0,6,valp.atm.youku.com,fcd7fea8eaf7d6af3334b9b8dfd20ee0,afbc203706421f15554867b55caf16d6,,,web,7516184375
38,0,fe80::8fcd:a04c:ec94:e2bf,20:1e:88:5e:a0:9c,20:1e:88,5353,ff02::fb,33:33:00:00:00:fb,33:33:00,5353,17,6,0,0,1.68E+12,1.68E+12,16869,135,16692,1.68E+12,1.68E+12,16869,135,16692,0,0,0,0,0,MDNS,Network,0,6,dadb9d64-09ba-45be-af86-ed5e38a78138.local,,,,,network,5991442610
39,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,49397,125.39.9.36,2c:b2:1a:55:86:07,2c:b2:1a,19302,17,4,0,0,1.68E+12,1.68E+12,10105,4,408,1.68E+12,1.68E+12,10056,2,124,1.68E+12,1.68E+12,10051,2,284,STUN,Network,1,3,,,,,,network,7176409137
40,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,49389,114.244.127.81,2c:b2:1a:55:86:07,2c:b2:1a,43878,17,4,0,0,1.68E+12,1.68E+12,16596,68,11205,1.68E+12,1.68E+12,16340,35,6156,1.68E+12,1.68E+12,16556,33,5049,STUN,Network,0,6,,,,,,network,7073246386
41,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,49401,117.12.37.56,2c:b2:1a:55:86:07,2c:b2:1a,4160,17,4,0,0,1.68E+12,1.68E+12,7908,47,7826,1.68E+12,1.68E+12,7829,25,3975,1.68E+12,1.68E+12,7865,22,3851,STUN,Network,0,6,,,,,,network,6681479217
42,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,22765,218.194.224.231,2c:b2:1a:55:86:07,2c:b2:1a,443,6,4,0,0,1.68E+12,1.68E+12,17459,12,1382,1.68E+12,1.68E+12,17347,6,1058,1.68E+12,1.68E+12,17342,6,324,TLS,Web,1,1,,,,,,web,6400019251
43,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,49403,58.16.143.178,2c:b2:1a:55:86:07,2c:b2:1a,12556,17,4,0,0,1.68E+12,1.68E+12,7278,53,8874,1.68E+12,1.68E+12,7220,27,4593,1.68E+12,1.68E+12,7252,26,4281,STUN,Network,0,6,,,,,,network,6433802547
44,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,55554,27.195.126.66,2c:b2:1a:55:86:07,2c:b2:1a,4480,17,4,0,0,1.68E+12,1.68E+12,6894,18,2160,1.68E+12,1.68E+12,6813,10,1193,1.68E+12,1.68E+12,6834,8,967,STUN,Network,0,6,,,,,,network,7490390321
45,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,55558,27.195.126.67,2c:b2:1a:55:86:07,2c:b2:1a,4480,17,4,0,0,1.68E+12,1.68E+12,6893,18,2160,1.68E+12,1.68E+12,6812,10,1193,1.68E+12,1.68E+12,6839,8,967,STUN,Network,0,6,,,,,,network,6698108979
46,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58562,125.39.9.36,2c:b2:1a:55:86:07,2c:b2:1a,19302,17,4,0,0,1.68E+12,1.68E+12,10136,4,408,1.68E+12,1.68E+12,10078,2,124,1.68E+12,1.68E+12,10079,2,284,STUN,Network,1,3,,,,,,network,7031698610
47,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58572,125.39.9.36,2c:b2:1a:55:86:07,2c:b2:1a,19302,17,4,0,0,1.68E+12,1.68E+12,10130,4,408,1.68E+12,1.68E+12,10078,2,124,1.68E+12,1.68E+12,10075,2,284,STUN,Network,1,3,,,,,,network,7040021682
48,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58564,123.115.215.1,2c:b2:1a:55:86:07,2c:b2:1a,59175,17,4,0,0,1.68E+12,1.68E+12,15661,68,11478,1.68E+12,1.68E+12,15590,34,6202,1.68E+12,1.68E+12,15628,34,5276,STUN,Network,0,6,,,,,,network,8452995504
49,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58582,125.39.9.36,2c:b2:1a:55:86:07,2c:b2:1a,19302,17,4,0,0,1.68E+12,1.68E+12,10134,4,408,1.68E+12,1.68E+12,10076,2,124,1.68E+12,1.68E+12,10069,2,284,STUN,Network,1,3,,,,,,network,7040020658
50,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58574,111.194.75.2,2c:b2:1a:55:86:07,2c:b2:1a,11877,17,4,0,0,1.68E+12,1.68E+12,12989,64,10679,1.68E+12,1.68E+12,12989,32,5801,1.68E+12,1.68E+12,12933,32,4878,STUN,Network,0,6,,,,,,network,6144018481
51,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,49395,124.218.202.154,2c:b2:1a:55:86:07,2c:b2:1a,59096,17,4,0,0,1.68E+12,1.68E+12,12580,71,11888,1.68E+12,1.68E+12,12125,37,6770,1.68E+12,1.68E+12,12568,34,5118,STUN,Network,0,6,,,,,,network,8547979057
52,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,55552,125.39.9.36,2c:b2:1a:55:86:07,2c:b2:1a,19302,17,4,0,0,1.68E+12,1.68E+12,53,2,204,1.68E+12,1.68E+12,0,1,62,1.68E+12,1.68E+12,0,1,142,STUN,Network,1,3,,,,,,network,7176327735
53,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,55562,125.39.9.36,2c:b2:1a:55:86:07,2c:b2:1a,19302,17,4,0,0,1.68E+12,1.68E+12,61,2,204,1.68E+12,1.68E+12,0,1,62,1.68E+12,1.68E+12,0,1,142,STUN,Network,1,3,,,,,,network,7167956529
54,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58592,125.39.9.36,2c:b2:1a:55:86:07,2c:b2:1a,19302,17,4,0,0,1.68E+12,1.68E+12,61,2,204,1.68E+12,1.68E+12,0,1,62,1.68E+12,1.68E+12,0,1,142,STUN,Network,1,3,,,,,,network,7312651186
55,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58602,125.39.9.36,2c:b2:1a:55:86:07,2c:b2:1a,19302,17,4,0,0,1.68E+12,1.68E+12,61,2,204,1.68E+12,1.68E+12,0,1,62,1.68E+12,1.68E+12,0,1,142,STUN,Network,1,3,,,,,,network,7314355122
56,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,49377,125.39.9.36,2c:b2:1a:55:86:07,2c:b2:1a,19302,17,4,0,0,1.68E+12,1.68E+12,71,2,204,1.68E+12,1.68E+12,0,1,62,1.68E+12,1.68E+12,0,1,142,STUN,Network,1,3,,,,,,network,7448891703
57,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,49387,125.39.9.36,2c:b2:1a:55:86:07,2c:b2:1a,19302,17,4,0,0,1.68E+12,1.68E+12,71,2,204,1.68E+12,1.68E+12,0,1,62,1.68E+12,1.68E+12,0,1,142,STUN,Network,1,3,,,,,,network,7176327223
58,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58598,27.195.126.57,2c:b2:1a:55:86:07,2c:b2:1a,4480,17,4,0,0,1.68E+12,1.68E+12,1668,43,6848,1.68E+12,1.68E+12,1626,23,3618,1.68E+12,1.68E+12,1619,20,3230,STUN,Network,0,6,,,,,,network,6809414064
59,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58596,58.20.156.33,2c:b2:1a:55:86:07,2c:b2:1a,4480,17,4,0,0,1.68E+12,1.68E+12,1657,42,6739,1.68E+12,1.68E+12,1624,23,3616,1.68E+12,1.68E+12,1609,19,3123,STUN,Network,0,6,,,,,,network,6272395698
60,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58606,139.214.75.101,2c:b2:1a:55:86:07,2c:b2:1a,49823,17,4,0,0,1.68E+12,1.68E+12,8655,55,9928,1.68E+12,1.68E+12,8452,28,5458,1.68E+12,1.68E+12,8608,27,4470,STUN,Network,0,6,,,,,,network,7243525297
61,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58612,125.39.9.36,2c:b2:1a:55:86:07,2c:b2:1a,19302,17,4,0,0,1.68E+12,1.68E+12,60,2,204,1.68E+12,1.68E+12,0,1,62,1.68E+12,1.68E+12,0,1,142,STUN,Network,1,3,,,,,,network,7039627954
62,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58622,125.39.9.36,2c:b2:1a:55:86:07,2c:b2:1a,19302,17,4,0,0,1.68E+12,1.68E+12,60,2,204,1.68E+12,1.68E+12,0,1,62,1.68E+12,1.68E+12,0,1,142,STUN,Network,1,3,,,,,,network,7041856182
63,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58610,123.118.175.113,2c:b2:1a:55:86:07,2c:b2:1a,62404,17,4,0,0,1.68E+12,1.68E+12,8399,59,9713,1.68E+12,1.68E+12,8399,30,5186,1.68E+12,1.68E+12,8367,29,4527,STUN,Network,0,6,,,,,,network,6441879857
64,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58614,1.190.146.228,2c:b2:1a:55:86:07,2c:b2:1a,42785,17,4,0,0,1.68E+12,1.68E+12,5081,52,8431,1.68E+12,1.68E+12,5081,26,4329,1.68E+12,1.68E+12,5016,26,4102,STUN,Network,0,6,,,,,,network,6408817457
65,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58632,125.39.9.36,2c:b2:1a:55:86:07,2c:b2:1a,19302,17,4,0,0,1.68E+12,1.68E+12,62,2,204,1.68E+12,1.68E+12,0,1,62,1.68E+12,1.68E+12,0,1,142,STUN,Network,1,3,,,,,,network,7312389046
66,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58642,125.39.9.36,2c:b2:1a:55:86:07,2c:b2:1a,19302,17,4,0,0,1.68E+12,1.68E+12,62,2,204,1.68E+12,1.68E+12,0,1,62,1.68E+12,1.68E+12,0,1,142,STUN,Network,1,3,,,,,,network,7314617270
67,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58642,119.50.74.214,2c:b2:1a:55:86:07,2c:b2:1a,2775,17,4,0,0,1.68E+12,1.68E+12,7689,54,9436,1.68E+12,1.68E+12,7627,27,4995,1.68E+12,1.68E+12,7673,27,4441,STUN,Network,0,6,,,,,,network,6945720629
68,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,5904,106.11.43.158,2c:b2:1a:55:86:07,2c:b2:1a,443,6,4,0,0,1.68E+12,1.68E+12,56,2,121,1.68E+12,1.68E+12,0,1,55,1.68E+12,1.68E+12,0,1,66,TLS,Web,1,1,,,,,,web,6945501111
69,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,5923,111.123.54.251,2c:b2:1a:55:86:07,2c:b2:1a,443,6,4,0,0,1.68E+12,1.68E+12,17,2,121,1.68E+12,1.68E+12,0,1,55,1.68E+12,1.68E+12,0,1,66,TLS,Web,1,1,,,,,,web,6570228918
70,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,5921,114.112.207.37,2c:b2:1a:55:86:07,2c:b2:1a,443,6,4,0,0,1.68E+12,1.68E+12,47,2,121,1.68E+12,1.68E+12,0,1,55,1.68E+12,1.68E+12,0,1,66,TLS,Web,1,1,,,,,,web,7379827126
71,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,5933,49.79.227.164,2c:b2:1a:55:86:07,2c:b2:1a,443,6,4,0,0,1.68E+12,1.68E+12,44,2,121,1.68E+12,1.68E+12,0,1,55,1.68E+12,1.68E+12,0,1,66,TLS,Web,1,1,,,,,,web,6698155187
72,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,4557,120.241.44.38,2c:b2:1a:55:86:07,2c:b2:1a,10014,6,4,0,0,1.68E+12,1.68E+12,3002,7,731,1.68E+12,1.68E+12,2959,3,375,1.68E+12,1.68E+12,2958,4,356,TLS,Web,0,6,,,,,,web,7346286000
73,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58652,125.39.9.36,2c:b2:1a:55:86:07,2c:b2:1a,19302,17,4,0,0,1.68E+12,1.68E+12,50,2,204,1.68E+12,1.68E+12,0,1,62,1.68E+12,1.68E+12,0,1,142,STUN,Network,1,3,,,,,,network,7040021174
74,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58662,125.39.9.36,2c:b2:1a:55:86:07,2c:b2:1a,19302,17,4,0,0,1.68E+12,1.68E+12,61,2,204,1.68E+12,1.68E+12,0,1,62,1.68E+12,1.68E+12,0,1,142,STUN,Network,1,3,,,,,,network,7042118322
75,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58660,123.116.102.205,2c:b2:1a:55:86:07,2c:b2:1a,49818,17,4,0,0,1.68E+12,1.68E+12,1293,40,7933,1.68E+12,1.68E+12,1242,20,4201,1.68E+12,1.68E+12,1265,20,3732,STUN,Network,0,6,,,,,,network,8411639216
76,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58662,123.146.203.226,2c:b2:1a:55:86:07,2c:b2:1a,9784,17,4,0,0,1.68E+12,1.68E+12,1265,41,7885,1.68E+12,1.68E+12,1242,20,4367,1.68E+12,1.68E+12,1245,21,3518,STUN,Network,0,6,,,,,,network,6639539253
77,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,58658,120.201.234.123,2c:b2:1a:55:86:07,2c:b2:1a,11442,17,4,0,0,1.68E+12,1.68E+12,1745,28,3976,1.68E+12,1.68E+12,1745,28,3976,0,0,0,0,0,STUN,Network,0,6,,,,,,network,6032877744
78,0,192.168.2.115,20:1e:88:5e:a0:9c,20:1e:88,51772,192.168.2.1,2c:b2:1a:55:86:07,2c:b2:1a,53,17,4,0,0,1.68E+12,1.68E+12,18,2,273,1.68E+12,1.68E+12,0,1,78,1.68E+12,1.68E+12,0,1,195,DNS,Network,0,6,valp.atm.youku.com,,,,,dns,6528167088
